486,10,110000
487,2,100000
488,2,100000
489,2,110000
490,13,125000
491,5,135000
492,5,125000
493,5,250000
494,5,250000
495,13,135000
496,5,125000
497,5,135000
498,5,250000
499,5,270000
500,5,250000
501,5,125000
